sequence_id,repeat,arm,query_id,query_time_s,candidate_id,candidate_time_s,rank,score,score_gate,selected_for_geometry,geometry_status,correctness,temporal_gap_s,verification_s,tx,ty,tz,qw,qx,qy,qz,yaw_deg
bus_outside,1,C,72,1494876500.3428071,10,1494876486.566946,1,0.017654595631621712,0,0,NOT_SELECTED,Unknown,13.775861024856567,,,,,,,,,
bus_outside,1,C,72,1494876500.3428071,19,1494876488.4752223,2,0.010389957333759723,0,0,NOT_SELECTED,Unknown,11.867584705352783,,,,,,,,,
bus_outside,1,C,72,1494876500.3428071,11,1494876486.7259293,3,0.010195101808671002,0,0,NOT_SELECTED,Unknown,13.616877794265747,,,,,,,,,
bus_outside,1,C,72,1494876500.3428071,15,1494876487.3617654,4,0.009432812924488311,0,0,NOT_SELECTED,Unknown,12.981041669845581,,,,,,,,,
bus_outside,1,C,73,1494876500.5040009,17,1494876488.1576562,1,0.0079592093323026993,0,0,NOT_SELECTED,Unknown,12.346344709396362,,,,,,,,,
bus_outside,1,C,73,1494876500.5040009,14,1494876487.2029965,2,0.0070288640103710574,0,0,NOT_SELECTED,Unknown,13.301004409790039,,,,,,,,,
bus_outside,1,C,73,1494876500.5040009,1,1494876484.8135436,3,0.0044260580317954622,0,0,NOT_SELECTED,Unknown,15.690457344055176,,,,,,,,,
bus_outside,1,C,74,1494876500.6631155,3,1494876485.1316135,1,0.012937137557460439,0,0,NOT_SELECTED,Unknown,15.53150200843811,,,,,,,,,
bus_outside,1,C,74,1494876500.6631155,16,1494876487.9989014,2,0.0092329626708089873,0,0,NOT_SELECTED,Unknown,12.664214134216309,,,,,,,,,
bus_outside,1,C,74,1494876500.6631155,7,1494876486.0877905,3,0.0082836433206739703,0,0,NOT_SELECTED,Unknown,14.575325012207031,,,,,,,,,
bus_outside,1,C,74,1494876500.6631155,12,1494876486.8849545,4,0.0082331437752721538,0,0,NOT_SELECTED,Unknown,13.77816104888916,,,,,,,,,
bus_outside,1,C,75,1494876500.8222425,15,1494876487.3617654,1,0.0072651913878298124,0,0,NOT_SELECTED,Unknown,13.460477113723755,,,,,,,,,
bus_outside,1,C,75,1494876500.8222425,2,1494876484.972585,2,0.0058327475163744841,0,0,NOT_SELECTED,Unknown,15.849657535552979,,,,,,,,,
bus_outside,1,C,76,1494876500.9813495,6,1494876485.9287648,1,0.0143534683531169,0,0,NOT_SELECTED,Unknown,15.052584648132324,,,,,,,,,
bus_outside,1,C,76,1494876500.9813495,7,1494876486.0877905,2,0.0095062015295988029,0,0,NOT_SELECTED,Unknown,14.893558979034424,,,,,,,,,
bus_outside,1,C,76,1494876500.9813495,20,1494876488.634022,3,0.0078497907156252784,0,0,NOT_SELECTED,Unknown,12.347327470779419,,,,,,,,,
bus_outside,1,C,76,1494876500.9813495,17,1494876488.1576562,4,0.0077467478064625582,0,0,NOT_SELECTED,Unknown,12.82369327545166,,,,,,,,,
bus_outside,1,C,77,1494876501.1404371,5,1494876485.769737,1,0.0072735270907890292,0,0,NOT_SELECTED,Unknown,15.370700120925903,,,,,,,,,
bus_outside,1,C,78,1494876501.2995131,20,1494876488.634022,1,0.0069076843262712226,0,0,NOT_SELECTED,Unknown,12.665491104125977,,,,,,,,,
bus_outside,1,C,79,1494876501.458602,7,1494876486.0877905,1,0.0082836433206739703,0,0,NOT_SELECTED,Unknown,15.370811462402344,,,,,,,,,
bus_outside,1,C,79,1494876501.458602,12,1494876486.8849545,2,0.0082331437752721538,0,0,NOT_SELECTED,Unknown,14.573647499084473,,,,,,,,,
bus_outside,1,C,79,1494876501.458602,3,1494876485.1316135,3,0.0058197210906475892,0,0,NOT_SELECTED,Unknown,16.326988458633423,,,,,,,,,
bus_outside,1,C,79,1494876501.458602,24,1494876490.0650616,4,0.0032613925089180285,0,0,NOT_SELECTED,Unknown,11.393540382385254,,,,,,,,,
bus_outside,1,C,80,1494876501.617672,19,1494876488.4752223,1,0.01001871041284616,0,0,NOT_SELECTED,Unknown,13.142449617385864,,,,,,,,,
bus_outside,1,C,80,1494876501.617672,16,1494876487.9989014,2,0.009415889186273993,0,0,NOT_SELECTED,Unknown,13.618770599365234,,,,,,,,,
bus_outside,1,C,80,1494876501.617672,20,1494876488.634022,3,0.0086267002670721328,0,0,NOT_SELECTED,Unknown,12.983649969100952,,,,,,,,,
bus_outside,1,C,80,1494876501.617672,4,1494876485.292706,4,0.006198301540391183,0,0,NOT_SELECTED,Unknown,16.324965953826904,,,,,,,,,
bus_outside,1,C,81,1494876501.7788098,21,1494876488.7927825,1,0.0090365116630413689,0,0,NOT_SELECTED,Unknown,12.986027240753174,,,,,,,,,
bus_outside,1,C,81,1494876501.7788098,7,1494876486.0877905,2,0.0082836433206739703,0,0,NOT_SELECTED,Unknown,15.691019296646118,,,,,,,,,
bus_outside,1,C,81,1494876501.7788098,12,1494876486.8849545,3,0.0082331437752721538,0,0,NOT_SELECTED,Unknown,14.893855333328247,,,,,,,,,
bus_outside,1,C,81,1494876501.7788098,3,1494876485.1316135,4,0.0058197210906475874,0,0,NOT_SELECTED,Unknown,16.647196292877197,,,,,,,,,
bus_outside,1,C,82,1494876501.9378951,6,1494876485.9287648,1,0.012925496389864052,0,0,NOT_SELECTED,Unknown,16.009130239486694,,,,,,,,,
bus_outside,1,C,82,1494876501.9378951,7,1494876486.0877905,2,0.0097669176562084209,0,0,NOT_SELECTED,Unknown,15.850104570388794,,,,,,,,,
bus_outside,1,C,82,1494876501.9378951,23,1494876489.588717,3,0.0042975039260562588,0,0,NOT_SELECTED,Unknown,12.349178075790405,,,,,,,,,
bus_outside,1,C,83,1494876502.0969346,32,1494876491.8181458,1,0.033479884248228668,0,0,NOT_SELECTED,Unknown,10.278788805007935,,,,,,,,,
bus_outside,1,C,83,1494876502.0969346,31,1494876491.6591606,2,0.018183761465267772,0,0,NOT_SELECTED,Unknown,10.437773942947388,,,,,,,,,
bus_outside,1,C,83,1494876502.0969346,25,1494876490.5440011,3,0.016737129279582014,0,0,NOT_SELECTED,Unknown,11.55293345451355,,,,,,,,,
bus_outside,1,C,83,1494876502.0969346,15,1494876487.3617654,4,0.015213480716787093,0,0,NOT_SELECTED,Unknown,14.735169172286987,,,,,,,,,
bus_outside,1,C,84,1494876502.256042,3,1494876485.1316135,1,0.0074412619564546718,0,0,NOT_SELECTED,Unknown,17.124428510665894,,,,,,,,,
bus_outside,1,C,91,1494876503.3718472,18,1494876488.316447,1,0.0089107096168267036,0,0,NOT_SELECTED,Unknown,15.055400133132935,,,,,,,,,
bus_outside,1,C,96,1494876504.167177,0,1494876484.4954846,1,0.0035684610731334387,0,0,NOT_SELECTED,Unknown,19.671692371368408,,,,,,,,,
bus_outside,1,C,97,1494876504.3282728,12,1494876486.8849545,1,0.0088738187540196179,0,0,NOT_SELECTED,Unknown,17.443318367004395,,,,,,,,,
bus_outside,1,C,100,1494876504.8055677,30,1494876491.4981239,1,0.018128081320507229,0,0,NOT_SELECTED,Unknown,13.307443857192993,,,,,,,,,
bus_outside,1,C,100,1494876504.8055677,6,1494876485.9287648,2,0.01487780359366616,0,0,NOT_SELECTED,Unknown,18.876802921295166,,,,,,,,,
bus_outside,1,C,101,1494876504.9647276,6,1494876485.9287648,1,0.0084245938757453523,0,0,NOT_SELECTED,Unknown,19.0359628200531,,,,,,,,,
bus_outside,1,C,101,1494876504.9647276,49,1494876496.3573029,2,0.0047365693314446213,0,0,NOT_SELECTED,Unknown,8.60742473602295,,,,,,,,,
bus_outside,1,C,104,1494876505.4421494,6,1494876485.9287648,1,0.010733403668028507,0,0,NOT_SELECTED,Unknown,19.513384580612183,,,,,,,,,
bus_outside,1,C,104,1494876505.4421494,21,1494876488.7927825,2,0.0082427075889048435,0,0,NOT_SELECTED,Unknown,16.649366855621338,,,,,,,,,
bus_outside,1,C,104,1494876505.4421494,20,1494876488.634022,3,0.0070721066015694729,0,0,NOT_SELECTED,Unknown,16.808127403259277,,,,,,,,,
bus_outside,1,C,104,1494876505.4421494,25,1494876490.5440011,4,0.0054689568119739409,0,0,NOT_SELECTED,Unknown,14.89814829826355,,,,,,,,,
bus_outside,1,C,107,1494876505.9215474,54,1494876497.4739542,1,0.021589259677068377,0,0,NOT_SELECTED,Unknown,8.447593212127686,,,,,,,,,
bus_outside,1,C,108,1494876506.0806501,34,1494876492.2156899,1,0.0062620069313985725,0,0,NOT_SELECTED,Unknown,13.864960193634033,,,,,,,,,
bus_outside,1,C,109,1494876506.2397549,11,1494876486.7259293,1,0.017352726599547723,0,0,NOT_SELECTED,Unknown,19.51382565498352,,,,,,,,,
bus_outside,1,C,109,1494876506.2397549,47,1494876495.2414379,2,0.0060819013594453197,0,0,NOT_SELECTED,Unknown,10.998317003250122,,,,,,,,,
bus_outside,1,C,109,1494876506.2397549,45,1494876494.4460146,3,0.0054989503145592075,0,0,NOT_SELECTED,Unknown,11.793740272521973,,,,,,,,,
bus_outside,1,C,110,1494876506.3989217,24,1494876490.0650616,1,0.0022744852048190477,0,0,NOT_SELECTED,Unknown,16.333860158920288,,,,,,,,,
bus_outside,1,C,111,1494876506.5580156,0,1494876484.4954846,1,0.0038967925653581024,0,0,NOT_SELECTED,Unknown,22.062530994415283,,,,,,,,,
bus_outside,1,C,112,1494876506.7170885,54,1494876497.4739542,1,0.021589259677068377,0,0,NOT_SELECTED,Unknown,9.243134260177612,,,,,,,,,
bus_outside,1,C,112,1494876506.7170885,58,1494876498.1126401,2,0.015414545830778037,0,0,NOT_SELECTED,Unknown,8.604448318481445,,,,,,,,,
bus_outside,1,C,112,1494876506.7170885,57,1494876497.953481,3,0.013695926470516095,0,0,NOT_SELECTED,Unknown,8.763607501983643,,,,,,,,,
bus_outside,1,C,112,1494876506.7170885,61,1494876498.5901117,4,0.01346978612558894,0,0,NOT_SELECTED,Unknown,8.126976728439331,,,,,,,,,
bus_outside,1,C,116,1494876507.3555603,11,1494876486.7259293,1,0.015678989687857373,0,0,NOT_SELECTED,Unknown,20.62963104248047,,,,,,,,,
bus_outside,1,C,116,1494876507.3555603,1,1494876484.8135436,2,0.0045794199829234973,0,0,NOT_SELECTED,Unknown,22.542016744613647,,,,,,,,,
bus_outside,1,C,117,1494876507.5146687,1,1494876484.8135436,1,0.0045794199829234973,0,0,NOT_SELECTED,Unknown,22.701125144958496,,,,,,,,,
bus_outside,1,C,118,1494876507.6737864,17,1494876488.1576562,1,0.0079592093323027045,0,0,NOT_SELECTED,Unknown,19.516130208969116,,,,,,,,,
bus_outside,1,C,120,1494876507.9920883,67,1494876499.5471129,1,0.01060173164358744,0,0,NOT_SELECTED,Unknown,8.44497537612915,,,,,,,,,
bus_outside,1,C,123,1494876508.4714768,72,1494876500.3428071,1,0.015710825357283065,0,0,NOT_SELECTED,Unknown,8.128669738769531,,,,,,,,,
bus_outside,1,C,125,1494876508.7897575,54,1494876497.4739542,1,0.021589259677068377,0,0,NOT_SELECTED,Unknown,11.315803289413452,,,,,,,,,
bus_outside,1,C,125,1494876508.7897575,73,1494876500.5040009,2,0.017735260174703945,0,0,NOT_SELECTED,Unknown,8.285756587982178,,,,,,,,,
bus_outside,1,C,125,1494876508.7897575,58,1494876498.1126401,3,0.015414545830778037,0,0,NOT_SELECTED,Unknown,10.677117347717285,,,,,,,,,
bus_outside,1,C,125,1494876508.7897575,57,1494876497.953481,4,0.013695926470516095,0,0,NOT_SELECTED,Unknown,10.836276531219482,,,,,,,,,
bus_outside,1,C,126,1494876508.9489717,73,1494876500.5040009,1,0.017735260174703945,0,0,NOT_SELECTED,Unknown,8.444970846176147,,,,,,,,,
bus_outside,1,C,126,1494876508.9489717,68,1494876499.7062366,2,0.012367544522350643,0,0,NOT_SELECTED,Unknown,9.242735147476196,,,,,,,,,
bus_outside,1,C,131,1494876509.7466564,80,1494876501.617672,1,0.030495741755829087,0,0,NOT_SELECTED,Unknown,8.128984451293945,,,,,,,,,
bus_outside,1,C,131,1494876509.7466564,70,1494876500.0244875,2,0.0211905742088952,0,0,NOT_SELECTED,Unknown,9.722168922424316,,,,,,,,,
bus_outside,1,C,134,1494876510.2241902,0,1494876484.4954846,1,0.0039241476174866627,0,0,NOT_SELECTED,Unknown,25.728705644607544,,,,,,,,,
bus_outside,1,C,136,1494876510.5425174,85,1494876502.415149,1,0.039045794177051535,0,0,NOT_SELECTED,Unknown,8.127368450164795,,,,,,,,,
bus_outside,1,C,140,1494876511.1811764,73,1494876500.5040009,1,0.015853480285236015,0,0,NOT_SELECTED,Unknown,10.677175521850586,,,,,,,,,
bus_outside,1,C,140,1494876511.1811764,63,1494876498.9084024,2,0.011338520767647509,0,0,NOT_SELECTED,Unknown,12.27277398109436,,,,,,,,,
bus_outside,1,C,147,1494876512.2970936,71,1494876500.1836555,1,0.017437233139477544,0,0,NOT_SELECTED,Unknown,12.113438129425049,,,,,,,,,
bus_outside,1,C,152,1494876513.092675,75,1494876500.8222425,1,0.022400397409893802,0,0,NOT_SELECTED,Unknown,12.270432472229004,,,,,,,,,
bus_outside,1,C,154,1494876513.413008,44,1494876494.2869918,1,0.0051600752870060752,0,0,NOT_SELECTED,Unknown,19.12601613998413,,,,,,,,,
bus_outside,1,C,156,1494876513.7312536,98,1494876504.4873352,1,0.20148679658794885,1,0,NOT_SELECTED,Unknown,9.243918418884277,,,,,,,,,
bus_outside,1,C,156,1494876513.7312536,96,1494876504.167177,2,0.13650461878734418,1,0,NOT_SELECTED,Unknown,9.564076662063599,,,,,,,,,
bus_outside,1,C,156,1494876513.7312536,87,1494876502.7333441,3,0.11073156646666032,1,1,REJECT,Unknown,10.997909545898438,0.0041673099999999996,,,,,,,,
bus_outside,1,C,156,1494876513.7312536,97,1494876504.3282728,4,0.10307390642484343,1,0,NOT_SELECTED,Unknown,9.40298080444336,,,,,,,,,
bus_outside,1,C,164,1494876515.0062034,77,1494876501.1404371,1,0.02544083964826388,0,0,NOT_SELECTED,Unknown,13.865766286849976,,,,,,,,,
bus_outside,1,C,166,1494876515.3244708,43,1494876494.1280172,1,0.00564178313767872,0,0,NOT_SELECTED,Unknown,21.19645357131958,,,,,,,,,
bus_outside,1,C,184,1494876518.1884477,70,1494876500.0244875,1,0.010161653522883694,0,0,NOT_SELECTED,Unknown,18.163960218429565,,,,,,,,,
bus_outside,1,C,192,1494876519.4621966,75,1494876500.8222425,1,0.022400397409893802,0,0,NOT_SELECTED,Unknown,18.639954090118408,,,,,,,,,
bus_outside,1,C,196,1494876520.1009331,75,1494876500.8222425,1,0.022400397409893802,0,0,NOT_SELECTED,Unknown,19.278690576553345,,,,,,,,,
bus_outside,1,C,197,1494876520.2601049,104,1494876505.4421494,1,0.10072742190156918,1,0,NOT_SELECTED,Unknown,14.817955493927002,,,,,,,,,
bus_outside,1,C,197,1494876520.2601049,33,1494876492.056685,2,0.02179492258818936,1,1,REJECT,Unknown,28.20341992378235,0.0041818009999999997,,,,,,,,
bus_outside,1,C,197,1494876520.2601049,30,1494876491.4981239,3,0.014784097921002416,1,0,NOT_SELECTED,Unknown,28.76198101043701,,,,,,,,,
bus_outside,1,C,197,1494876520.2601049,6,1494876485.9287648,4,0.0107334036680285,1,0,NOT_SELECTED,Unknown,34.331340074539185,,,,,,,,,
bus_outside,1,C,199,1494876520.5783756,109,1494876506.2397549,1,0.13291541632664547,1,0,NOT_SELECTED,Unknown,14.338620662689209,,,,,,,,,
bus_outside,1,C,199,1494876520.5783756,11,1494876486.7259293,2,0.017352726599547716,1,1,REJECT,Unknown,33.85244631767273,0.0042373419999999998,,,,,,,,
bus_outside,1,C,199,1494876520.5783756,20,1494876488.634022,3,0.0071313932131645517,1,0,NOT_SELECTED,Unknown,31.944353580474854,,,,,,,,,
bus_outside,1,C,201,1494876520.8986757,91,1494876503.3718472,1,0.059552089867081007,0,0,NOT_SELECTED,Unknown,17.52682852745056,,,,,,,,,
